opid	operator	atype	remarks	phase_of_flt	ac_mass	num_engs	date	time_of_day	state	height	speed	effect	sky	species	birds_seen	birds_struck
SWA	SOUTHWEST AIRLINES	B-737-300	RADOME DENTED, NO PROBLEMS/INJURIES.	Descent	4	2	3/10/1997 0:00:00	Night	CA	5000	250	None	No Cloud	UNKNOWN BIRD - LARGE	NA	1
DAL	DELTA AIR LINES	B-737-200	FLT 2434.	Take-off run	4	2	5/23/1997 0:00:00	Dusk	FL	0	NA	None	Some Cloud	DOVES	NA	1
AAL	AMERICAN AIRLINES	MD-88	2 DENTS IN WING. STRUCK A FLOCK OF BIRDS, # NOT REPTD, ASSUME  2-10.	Landing Roll	4	2	11/27/1991 0:00:00	Day	FL	0	120	NA	No Cloud	UNKNOWN BIRD - SMALL	NA	2-10
USA	US AIRWAYS	B-737-300	WARNING ON ATIS	Approach	4	2	11/19/1995 0:00:00	Day	MD	10	130	None	No Cloud	GULLS	2-10	1
USA	US AIRWAYS	DC-9-30	DENT IN LE OF HORIZ. STABILIZER	Approach	4	2	11/19/1995 0:00:00	Day	DC	1400	140	None	No Cloud	GEESE	NA	1
PVT	PRIVATELY OWNED	C-172	NO DAMAGE/INJURY.	Take-off run	1	1	7/29/1996 0:00:00	Day	FL	0	40	NA	Some Cloud	DOVES	NA	1
AWE	AMERICA WEST AIRLINES	B-737-300	DAMAGE UNKN. FLT506 TIME = 0713 PDT	Take-off run	4	2	9/28/1995 0:00:00	Dawn	CA	0	NA	NA	NA	UNKNOWN BIRD	NA	1
AAL	AMERICAN AIRLINES	B-727-200	STANDING NOTAM ABOUT BIRDS.	Landing Roll	4	3	3/21/1996 0:00:00	Day	LA	0	NA	None	No Cloud	CATTLE EGRET	2-10	1
AAL	AMERICAN AIRLINES	B-727	FLT 1512 REPTD A BIRD STRIKE. NO APPARENT A/C DAMAGE. TIME =  0239Z.	Climb	4	3	11/8/1991 0:00:00	Night	TX	2000	NA	NA	NA	UNKNOWN BIRD	NA	1
BUS	BUSINESS	PA-32	NO DAMAGE/INJURY. TIME = 1115 LCL.	En Route	1	1	9/10/1997 0:00:00	Night	KY	3500	145	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
UNK	UNKNOWN	CL-601/604	NO DAMAGE/INJURY. HEAVY RAINS.	Landing Roll	3	2	6/25/1997 0:00:00	Night	OH	0	NA	NA	Overcast	GULLS	NA	1
UFS	UFS-UNITED EXPRESS	BA-ATP	HIT ON FINAL APCH. DID NOT SEE BIRD, ONLY HEARD IMPACT. FOUND  REMAINS DURING POST FLT INSPN.	Approach	3	2	3/8/1997 0:00:00	Night	IL	900	120	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
USA	US AIRWAYS	DC-9-30	SAW BIRD, HEARD THUD. SLIGHT LOSS POWER, DECLRD EMERG.  LANDED, NO INCIDENT. PITTSBURGH FSDO NOTIFIED. ENG TURBINE BLADE  DAMAGE REPTD BY MAINT.	Climb	4	2	3/9/1997 0:00:00	Day	PA	500	165	Precautionary Landing	No Cloud	HAWKS	NA	1
DHL	ASTAR AIR CARGO (WAS DHL ARWY)	B-727	ANGLE OF ATTACK VALVE, RT SIDE DAMAGED. RETD TO ARPT. TIME =  1855LCL	Climb	4	3	12/26/1996 0:00:00	Night	CA	800	140	Precautionary Landing	Some Cloud	DUCKS, GEESE, SWANS	2-10	2-10
USA	US AIRWAYS	B-737	RETD TO ARPT W/O INCIDENT. NO DAMAGE REPTD. BIRD HIT VELOCITY  INDICATOR & CAUSED AN ABORTED T/O. CARCASS WA IMPALED ON  INDICATOR. SEE EMR. REPT ER02-005.	Climb	4	2	2/10/1996 0:00:00	Day	FL	800	180	Precautionary Landing	No Cloud	VULTURES	2-10	1
UAL	UNITED AIRLINES	B-727	FLT 549 NO DAMAGE/INJURY.	Landing Roll	4	3	12/12/1991 0:00:00	Night	KY	0	100	NA	Overcast	UNKNOWN BIRD - SMALL	NA	1
SWA	SOUTHWEST AIRLINES	B-737-200	HAZY. NO DAMAGE.	Approach	4	2	10/6/1992 0:00:00	Day	TN	500	120	NA	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
QXE	HORIZON AIR	DHC8 DASH 8	ON POSTFLT, BIRD REMNANTS, BLOOD FEATHERS OBSV ON #2 PROP & ENG  INTAKE. BIRD REPTD AS PHEASANT OR QUAIL TYPE.	Approach	3	2	8/2/1997 0:00:00	Night	ID	NA	NA	None	No Cloud	UNKNOWN BIRD - MEDIUM	2-10	1
BUS	BUSINESS	DHC8 DASH 8	POSSIBLE RECURRING PROBLEM.	Landing Roll	3	2	9/8/1996 0:00:00	Dusk	HI	0	NA	None	Some Cloud	OWLS	2-10	1
SWA	SOUTHWEST AIRLINES	B-737-300	1 BIRD INGESTED, NO ENG DAMAGE. STRIKE DISCV AT INSPN AT KAUS	NA	4	2	11/10/1995 0:00:00	NA	NA	NA	NA	NA	NA	UNKNOWN BIRD	NA	1
BUS	BUSINESS	CITATIONJET	INITIATED GO-AROUND TO MISS ABOUT 50 GEESE. DID NOT HIT ANY	Approach	2	2	11/3/1997 0:00:00	Day	MN	200	120	Other	NA	GEESE	11-100	0
UNK	UNKNOWN	UNKNOWN	DAY.	NA	NA	NA	9/1/1997 0:00:00	NA	IL	NA	NA	NA	No Cloud	EUROPEAN STARLING	NA	1
COA	CONTINENTAL AIRLINES	MD-82	SPECIES UNKN, FEATHERS SENT TO USDA WS PROG. 1 FAN BLADE BENT.  ARPT SAFETY CASE 98-3370. BIRD ID BY ROXIE AT SMITHSONIAN (GOT  INFO 1-15-99), BIRD WAS INGESTED 8 MILES OUT.	Climb	4	2	9/15/1998 0:00:00	Night	AK	8000	NA	Precautionary Landing	Some Cloud	MEW GULL	NA	1
AAL	AMERICAN AIRLINES	B-757-200	NA	Approach	4	2	12/26/1996 0:00:00	Night	NA	50	135	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
GFT	GULFSTREAM INTL AIRLINES	BE-1900	NA	Approach	3	2	3/18/1996 0:00:00	Day	FL	100	110	None	No Cloud	GULLS	NA	1
SWA	SOUTHWEST AIRLINES	B-737	NOT A STRIKE. A/C ABTD T/O DUE TO DOG ON RWY. A/C TAXIED BACK & SUBSEQUENTLY  DEPTD W/O INCID.  TIME = 1820Z	Take-off run	4	2	9/3/1996 0:00:00	Day	TX	NA	NA	Aborted Take-off	NA	DOMESTIC DOG	NA	NA
USA	US AIRWAYS	FK-28-1000	NO DAMGE TO SWA 1774.	Approach	4	2	11/3/1992 0:00:00	Night	MD	4000	250	NA	No Cloud	UNKNOWN BIRD	NA	1
BUS	BUSINESS	DA-20 FALCON	PILOT ADZ ATC AFTER DEPTG THAT THEY STRUCK A BIRD. PILOT CONTD  FLT W/O PASSING FURTHER INFO. TIME = 1433 LCL. FLT 819.	Take-off run	3	2	4/17/1998 0:00:00	Day	OH	0	NA	None	Some Cloud	UNKNOWN BIRD	NA	1
USA	US AIRWAYS	B-737-400	NA	Descent	4	2	11/1/1996 0:00:00	Night	PA	7000	250	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
UNK	UNKNOWN	UNKNOWN	31 TREE SWALLOWS FOUND.	NA	NA	NA	9/29/1997 0:00:00	NA	NY	NA	NA	NA	NA	TREE SWALLOW	NA	11-100
AAL	AMERICAN AIRLINES	MD-82	NO DAMAGE/INJURY	Landing Roll	4	2	7/20/1991 0:00:00	Day	TX	0	110	NA	No Cloud	TERNS	NA	1
USA	US AIRWAYS	B-737-300	SAW 3 HIT 1. ATIS WARNING.	Take-off run	4	2	7/16/1996 0:00:00	Day	MA	0	NA	None	Some Cloud	UNKNOWN BIRD - MEDIUM	2-10	1
BUS	BUSINESS	LEARJET-31	NO VISIBLE DAMAGE, PILOT RETD & LATER TOOK OFF.	Climb	2	2	10/31/1996 0:00:00	Day	KS	300	140	Precautionary Landing	Overcast	BLACKBIRDS	NA	1
MES	MESABA AIRLINES	DHC8 DASH 8	HOLE IN DE-ICE BOOT. A/C WAS FIXED DURING A BREAK BETWEEN FLTS.  NO DELAYS. NO ATIS WARNING.	Approach	3	2	10/31/1996 0:00:00	Night	MI	1000	120	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
BUS	BUSINESS	MU2	UNKN WHERE BIRD HIT A/C. TIME = 0900LCL.	Take-off run	2	2	8/18/1997 0:00:00	Day	OH	0	NA	None	Some Cloud	HERRING GULL	NA	1
AAL	AMERICAN AIRLINES	FK-100	NA	Climb	4	2	1/24/1996 0:00:00	Dawn	TN	75	160	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
BUS	BUSINESS	C-172	NO DAMAGE. SMALL BLACK BIRD.	Approach	1	1	9/29/1993 0:00:00	Day	MS	800	125	None	No Cloud	BLACKBIRDS	NA	1
SWA	SOUTHWEST AIRLINES	B-737-300	FAN BLADES DAMAGED. VIBRATION. NO CORE INGESTION. 1 INGESTED  INTO ENG.	Approach	4	2	9/29/1996 0:00:00	Day	WA	400	130	NA	Overcast	UNKNOWN BIRD - MEDIUM	NA	1
AAL	AMERICAN AIRLINES	FK-100	ATIS ALWAYS SAYS BIRDS REPTD AT ORD TERMINAL. LOUD REPORT, NO  DAMAGE.	Approach	4	2	9/29/1996 0:00:00	Night	IL	2500	250	None	Some Cloud	UNKNOWN BIRD	NA	1
COM	COMAIR AIRLINES	EMB-120	FLT 4535. APPROX 0139 A/C ON 2 MI FIANL STRUCK 1 BIRD OVER WATER.	Approach	3	2	9/29/1996 0:00:00	Night	FL	500	120	None	Overcast	UNKNOWN BIRD - SMALL	2-10	1
USA	US AIRWAYS	DHC7 DASH 7	RT MAIN GEAR HIT BIRD. NO DAMAGE. BIRD REMOVED FROM RWY.	Landing Roll	3	4	6/9/1996 0:00:00	Day	VA	0	NA	None	NA	GULLS	NA	1
ASA	ALASKA AIRLINES	MD-82	SMUDGE MARK ON L SIDE OF FUSE. WHERE BIRD STRUCK.	NA	4	2	8/13/1996 0:00:00	Day	WA	10	130	None	No Cloud	UNKNOWN BIRD - SMALL	2-10	1
UNK	UNKNOWN	UNKNOWN	FOUND DURING RWY INSPN	Take-off run	NA	NA	8/23/1997 0:00:00	NA	FL	0	NA	None	Some Cloud	ARMADILLO	NA	1
BUS	BUSINESS	C-402	WESTERN AIR EXPRESS 07 SAW ABOUT 50 BIRDS ON RWY. A/C WAS UNABLE  TO STOP. BIRDS FLEW INTO FLT PATH. PILOT HEARD A LIGHT THUD & A  BIRD OR 2 GLANCED OFF NOSE OF A/C. UPON INSPN, NO BIRD DEBRIS OR  DAMAGE WAS FOUND.	Climb	2	2	10/1/1997 0:00:00	Day	ID	3	94	None	No Cloud	UNKNOWN BIRD - SMALL	11-100	2-10
ASA	ALASKA AIRLINES	MD-80 SERIES	1 BIRD STRUCK RT I/B SLAT. NO DAMAGE NOTED.  SMALL AREA OF  REMAINS FOUND ON WALK AROUND INSPN.	Approach	4	2	11/2/1995 0:00:00	Dusk	WA	NA	NA	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
PVT	PRIVATELY OWNED	C-170	BIRD FOUND AFTER A/C WAS PARKED.  CLEANED UP MESS. BIRD STRUCK  WING AT STRUT.  HAPPENED EITHER ON T/O OR APPCH.  LEFT ST.  CHARLES, MO AND FLEW TO PEKIN, IL.	NA	1	1	6/1/1996 0:00:00	Dusk	NA	NA	NA	None	No Cloud	EASTERN MEADOWLARK	NA	1
AAL	AMERICAN AIRLINES	MD-82	BIRD HIT ABOVE WINDSHLD.	Climb	4	2	1/11/1992 0:00:00	Day	TX	300	150	None	Some Cloud	UNKNOWN BIRD - SMALL	11-100	1
AAH*	ALOHA AIRLINES	B-737-200	FLT 118 INGESTED A BIRD IN #2 ENG ON DEPTR ROLL. DECLARED AN  EMERGENCY & LANDED RY 35 W/O INCIDENT. NO DAMAGE TO A/C. TIME=  1632PDT.	Take-off run	4	2	7/24/1996 0:00:00	Day	HI	0	NA	Precautionary Landing	Overcast	DOVES	NA	1
DAL	DELTA AIR LINES	B-737-300	FLT 1939 STRUCK 2 OR MORE GULLS ON FINAL. PITOT TUBE DISCOLORED.	Approach	4	2	4/29/1997 0:00:00	Day	UT	NA	NA	NA	NA	GULLS	NA	2-10
AAL	AMERICAN AIRLINES	FK-100	FEATHERS & BLOOD SMEAR ON NOSE SKIN. NO APPARENT DAMAGE TO  STRUCTURE.	Approach	4	2	10/26/1998 0:00:00	Night	NY	1200	145	None	Overcast	UNKNOWN BIRD - SMALL	NA	1
BLR	ATLANTIC COAST AIRLINES	BA-41 JETSTR	FLT 402. UNKN EXACTLY WHEN BIRD STRIKES OCCURRED. ASSUMED TO HAVE  HAPPENED ON PRE APROACH TO IAD BECAUSE OF A FOUL SMELL IN A/C DUE  TO BIRDS INGESTED IN ENG. ONLY NOTICED BIRD STRIKES ON POST FLT  WALK AROUND AT IAD. (DATA ENTRY NOTE: TWO REPTS STATE BIRD HIT  WINDSHLD ON APCH. NO MENTION OF ENG.)	Approach	3	2	10/26/1998 0:00:00	Night	DC	2500	180	None	No Cloud	UNKNOWN BIRD	NA	2-10
SWA	SOUTHWEST AIRLINES	B-737	FLT REPTD A BIRD STRIKE ON APCH. NO APPARENT DAMAGE.	Approach	4	2	10/26/1998 0:00:00	Day	LA	NA	NA	NA	NA	UNKNOWN BIRD	NA	1
USA	US AIRWAYS	MD-82	BROKE LANDING LIGHT	Approach	4	2	10/26/1998 0:00:00	Night	NC	300	120	None	No Cloud	UNKNOWN BIRD - LARGE	2-10	1
BUS	BUSINESS	CITATIONJET	NO APPARENT DAMAGE NOTICED.	Approach	2	2	11/15/1996 0:00:00	Night	NJ	3000	250	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
BUS	BUSINESS	HWKR SD-125	SAW 5-6 MED BIRDS, PROBABLY DUCKS, 1 HIT LT TRAILING END FLAP  WHILE IN FULL DOWN POSITION (45 DEG). HIT JUST OUTBOARD OF WHERE  GEAR EXTENDS FROM WING. NO EFFECT ON A/C CONTROL. LANDED SAFELY.  FLAP WAS DAMAGED FROM LE OF FLAP TO TRAILING EDGE WITH ABOUT 1/4"  INDENTATION ON UNDERSIDE & BENT SLIGHTLY AT TRAILING EDGE.	Approach	3	2	1/24/1997 0:00:00	Day	LA	1000	140	None	Overcast	DUCKS	2-10	1
UAL	UNITED AIRLINES	B-767	FLT 304 DEN-MIA, STRUCK A BIRD (PROBABLY HAWK) ON DEPTR. FLT  CONTD, NO APPARENT DAMAGE.	Climb	4	2	6/19/1998 0:00:00	Day	CO	NA	NA	None	NA	HAWKS	NA	1
LOF	TRANS STATES AIRLINES	BA-31 JETSTR	FLT 4723. NO REPTD DAMAGE NO INJURIES.	Approach	2	2	12/29/1995 0:00:00	Day	CA	600	NA	None	NA	UNKNOWN BIRD	NA	1
BUS	BUSINESS	B-737-300	SMALL WHITE BIRD, NO BIGGER THAN A SPARROW.	Take-off run	4	2	12/31/1995 0:00:00	Day	NM	0	140	None	No Cloud	UNKNOWN BIRD - SMALL	2-10	2-10
SDU	WESTAIR COMMUTER	BA-31 JETSTR	NOT SURE WHERE A/C WAS STRUCK. NO DAMAGE OR SIGN OF IMPACT.	Approach	2	2	5/25/1996 0:00:00	Day	CA	200	110	None	No Cloud	SPARROWS	2-10	1
CMM	CANADA 3000 AIRLINES	B-757-200	ARPT FACILITY DIRECTORY STATES BIRDS ON & IN VICINITY OF FIELD.   FLT 347.	Landing Roll	4	2	11/17/1996 0:00:00	Day	FL	0	100	None	Some Cloud	PARROTS	NA	1
FDX	FEDEX EXPRESS	B-727-100	NO DAMAGE, FLT RESUMED.  TIME = 0235 LCL.	Take-off run	4	3	8/14/1997 0:00:00	Night	AZ	0	95	Aborted Take-off	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
AAL	AMERICAN AIRLINES	B-727	PILOT DID NOT REMEMBER IF WARNED ABOUT BIRDS. BIRD HIT JUST ABOVE  WINDSHLD. FLT 1149.	Approach	4	3	7/8/1997 0:00:00	Day	TN	700	142	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
UNK	UNKNOWN	ATR-42	NO DAMAGE TO REPT.	Landing Roll	3	2	12/5/1996 0:00:00	Dawn	MO	0	80	None	Overcast	ROCK PIGEON	2-10	1
DAL	DELTA AIR LINES	B-727	NO DAMAGE. FLT 615	Take-off run	4	3	7/3/1992 0:00:00	Day	KY	0	150	None	Some Cloud	UNKNOWN BIRD - MEDIUM	NA	1
UNK	UNKNOWN	UNKNOWN	NO REPTD BIRD STRIKE. REMAINS FOUND ON RWY. RAIN & FOG. DAWN.	NA	NA	NA	9/23/1996 0:00:00	NA	NY	NA	NA	NA	Overcast	KILLDEER	NA	1
BUS	BUSINESS	BE-1900	BIRD REPTD AS DOVE, ASSUME MOURNING DOVE FROM LOCATION.	Climb	3	2	9/24/1996 0:00:00	Day	AL	800	140	None	Some Cloud	MOURNING DOVE	NA	1
ASA	ALASKA AIRLINES	MD-80	BIRD STRIKE TO NOSE ON ROTATION. FLT 504.	Take-off run	4	2	4/30/1997 0:00:00	NA	OR	0	NA	NA	NA	UNKNOWN BIRD	NA	1
USA	US AIRWAYS	B-737-400	TIME = 0909 LCL	Approach	4	2	10/9/1997 0:00:00	Day	PA	75	160	None	NA	UNKNOWN BIRD - LARGE	NA	1
PVT	PRIVATELY OWNED	PA-32	# BIRDS STRUCK NOT REPTD, ASSUME 1.	Landing Roll	1	1	8/31/1997 0:00:00	Day	AL	0	NA	None	Some Cloud	UNKNOWN BIRD	NA	1
MES	MESABA AIRLINES	SAAB-340	POSSIBLE STRIKE L SIDE OF A/C AT NACELLE OR OUTBOARD.	Approach	3	2	11/26/1997 0:00:00	Night	MI	500	130	None	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
AAL	AMERICAN AIRLINES	B-757-200	POSSIBLY GULL.	Landing Roll	4	2	1/17/1998 0:00:00	Day	FL	0	120	None	No Cloud	GULLS	NA	1
UNK	UNKNOWN	UNKNOWN	DAY	NA	NA	NA	11/25/1997 0:00:00	NA	IL	NA	NA	NA	Some Cloud	SNOW BUNTING	NA	1
AAL	AMERICAN AIRLINES	B-757-200	NO DAMAGE FLT 961.	Landing Roll	4	2	10/26/1998 0:00:00	Day	FL	0	140	None	Some Cloud	FALCONS	NA	1
SWA	SOUTHWEST AIRLINES	B-737-700	BIRD STRIKE ON INITIAL FLT FROM BOEING FACTORY. NO VIZ DAMAGE TO  NOSE HOWEVER LOG ENTRY MADE AND DAL MX NOTIFIED.	Approach	4	2	11/30/1998 0:00:00	Night	TX	2500	170	None	No Cloud	UNKNOWN BIRD - MEDIUM	NA	1
ABX	ABX AIR (was AIRBORNE EXPRESS)	DC-9-40	BIRD STRIKE AT 10:00 POSITION ON RADOME. COMPLIED W/ BIRD STRIKE  INSPN. NO DEFECTS NOTED. REMOVED FEATHERS FROM RADOME.	NA	4	2	5/6/1997 0:00:00	Night	NA	NA	NA	None	NA	UNKNOWN BIRD	NA	1
BUS	BUSINESS	PA-34 SENECA	EVASIVE ACTION TAKEN. NO DAMAGE/INJURY.	Landing Roll	1	2	5/21/1997 0:00:00	Dusk	OH	0	NA	Other	Some Cloud	DUCKS	NA	1
SWA	SOUTHWEST AIRLINES	B-737-300	SMALL DENT	Approach	4	2	4/10/1998 0:00:00	Night	IL	3000	210	None	NA	UNKNOWN BIRD - SMALL	NA	1
UNK	UNKNOWN	UNKNOWN	DAY. FOUND BY OPS AT 1000 LCL.	NA	NA	NA	3/3/1997 0:00:00	NA	DC	NA	NA	NA	NA	RING-BILLED GULL	NA	2-10
AAL	AMERICAN AIRLINES	MD-82	BIRD HIT METAL SUPPORT BETWEEN CENTER WINDSHLD & F/O FRONT  WINDOW. NO ABNORMALITIES NOTED. FLT CONTD TO ELP	Climb	4	2	4/5/1997 0:00:00	Night	TX	7000	250	None	No Cloud	UNKNOWN BIRD - LARGE	NA	1
DAL	DELTA AIR LINES	B-727-200	ON FINAL, BIRD STRUCK RADOME IN FRONT OF CAPT BOUNCED OFF  WINDSHLD INTO #2 ENG.	Approach	4	3	4/5/1997 0:00:00	Day	CA	500	145	None	No Cloud	UNKNOWN BIRD - SMALL	NA	1
UNK	UNKNOWN	UNKNOWN	DAY. POSSIBLY FINCH OR SPARROW FOUND ON FIELD INSPN.	NA	NA	NA	5/7/1997 0:00:00	NA	PA	NA	NA	NA	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
UAL	UNITED AIRLINES	B-737-300	FLT 2122 AT 1015 AM, TWR REPTDFLT HAD REPTD A BIRD FLEW INTO  THEIR WINDSCREEN (NEAR CENTER WINDSHDL SUPPORT) ON ROLL OUT. OPS  FOUND KESTREL ON RWY. NO A/C DAMAGE FOUND UPON INSPN.	Landing Roll	4	2	7/19/1997 0:00:00	Day	OR	0	NA	None	Some Cloud	AMERICAN KESTREL	NA	1
DAL	DELTA AIR LINES	UNKNOWN	TIME = 0650LCL.	Take-off run	NA	NA	5/25/1996 0:00:00	Day	FL	0	NA	None	NA	GULLS	NA	1
BUS	BUSINESS	BE-35	FLOCK OF CROWS & 1 TED-TAILED HAWK SEEN ON RWY. FLOCK SPLIT &  TOOK OFF. IT APPEARED SAFE TO CONTD. AT ROTATION THE HAWK MADE A  180 DEGREE TURN BACK INTO OUR FLT PATH. WE COULD NOT MENEUVER.  HAWK NARROWLY MISSED BEING STRUCK BY THE PROP. BUT HIT RT LE OF  WING, KILLLLING HTE BIRD. WE ADZ THE TWR & MADE A PRECAUTIONARY  LDG. INSPN & PARTIAL REPAIR WAS MADE. TRIP WAS ABRD DUE TO TIME  CONSTRAITS. WHILE A/C WAS DEEMED AIRWORTHY BY THE A & P, FINAL  REPAIRS ARE REQD.	Climb	1	1	6/30/1998 0:00:00	Day	OK	3	85	Precautionary Landing	Overcast	RED-TAILED HAWK	2-10	1
ABX	ABX AIR (was AIRBORNE EXPRESS)	DC-8-62	BIRD STRIKE 5' OUTBOARD OF #3 ENG ON LE OF LFT WING. REMOVED BIRD  REMAINS. OK TO CONTINUE.	NA	4	4	4/4/1998 0:00:00	Night	NA	NA	NA	None	NA	UNKNOWN BIRD	NA	1
AAH*	ALOHA AIRLINES	B-737-200	AT ROTATION ON T/O STRUCK 2 SMALL BIRDS ON L SIDE OF NOSE.	Climb	4	2	12/9/1996 0:00:00	Day	HI	50	130	None	No Cloud	UNKNOWN BIRD - SMALL	NA	2-10
UAL	UNITED AIRLINES	B-727	DEPARTING KNEW REPTD A POSSIBLE BIRD STRIKE. A/C DAMAGE,  IF ANY, NOT REPTD.  ARPT REPTD AS KMSY AND KNEW - MSY CORRECT.	Take-off run	4	3	10/30/1996 0:00:00	Night	LA	0	NA	NA	No Cloud	DOVES	NA	1
UAL	UNITED AIRLINES	B-737-300	FLT 559. ATIS WARNING. NO DAMAGE REPTD. # BIRDS NOT REPTD, ASSUME  1.	Landing Roll	4	2	10/30/1996 0:00:00	Night	CA	0	80	None	Overcast	GULLS	NA	1
BUS	BUSINESS	CITATION II	NA	Landing Roll	3	2	10/27/1996 0:00:00	Day	IL	0	NA	NA	Some Cloud	GULLS	2-10	2-10
AAL	AMERICAN AIRLINES	FK-100	TIME = 1300 LCL.  BIRD HIT FUSELAGE ABOVE WINDSHLD. NO DAMAGE.	Landing Roll	4	2	5/2/1997 0:00:00	Day	IL	0	90	None	Overcast	RING-BILLED GULL	NA	1
HAL	HAWAIIAN AIR	DC-9-50	NO DAMAGE. TIME = 1130LCL	Approach	4	2	9/26/1997 0:00:00	Day	HI	800	160	None	No Cloud	UNKNOWN BIRD - MEDIUM	2-10	1
BUS	BUSINESS	C-650	TIME = 0755 LCL. PART STRUCK NOT REPTD, UNKN IF DAMAGE.	Approach	3	2	9/26/1997 0:00:00	Day	NC	NA	120	None	Some Cloud	EUROPEAN STARLING	NA	2-10
AAL	AMERICAN AIRLINES	B-757-200	BIRD STRIKE ON CO-PILOT'S WINDOW.	Take-off run	4	2	11/29/1996 0:00:00	Day	NA	0	120	None	No Cloud	UNKNOWN BIRD - SMALL	2-10	1
AWI	AIR WISCONSIN AIRLINES	BA-146	BIRD HIT JUST ABOVE F/O B SCREEN. NO DAMAGE/INJURY.	Climb	4	4	4/20/1997 0:00:00	Night	IL	4500	210	NA	Overcast	UNKNOWN BIRD - MEDIUM	NA	1
UAL	UNITED AIRLINES	B-737-500	NA	Approach	4	2	5/13/1998 0:00:00	Night	TN	50	120	NA	No Cloud	UNKNOWN BIRD - SMALL	NA	1
UNK	UNKNOWN	UNKNOWN	DAY, TIME FOUND = 1120	NA	NA	NA	7/16/1998 0:00:00	NA	IL	NA	NA	NA	NA	RED-TAILED HAWK	NA	1
TWA	TRANS WORLD AIRLINES	B-757-200	TIME = 2055. FLT 44 STRUCK A BIRD ON APPROACH. NO DAMAGE.  NO  BIRDS FOUND ON RWY. NO EVIDENCE OF BIRD STRIKE.	Approach	4	2	10/1/1997 0:00:00	Night	NY	NA	NA	None	No Cloud	UNKNOWN BIRD	NA	1
SWA	SOUTHWEST AIRLINES	B-737-300	NO DAMAGE TO A/C.	Landing Roll	4	2	9/8/1997 0:00:00	Dusk	LA	0	NA	None	No Cloud	CATTLE EGRET	NA	1
BUS	BUSINESS	MU2	NO DAMAGE/INJURY.  ACT 120. TIME = 1740 PDT.	Landing Roll	2	2	5/7/1997 0:00:00	Night	ID	0	NA	NA	No Cloud	RING-NECKED PHEASANT	NA	1
ASA	ALASKA AIRLINES	MD-80	FLT 557 SUSPECTS A BIRD STRIKE ENRT FROM LAX TO SEA. FLT  DIVERTED TO KOAK. NO DAMAGE REPTD. TIME OF ARRIVAL = 1448PDT.	NA	4	2	7/22/1996 0:00:00	Day	NA	NA	NA	Precautionary Landing	NA	UNKNOWN BIRD	NA	1
DAL	DELTA AIR LINES	B-767	BIRD WAS TINY & DISINTEGRATED ON IMPACT. NO DEBIRS FOUND BUT  WINDSHLD NEEDED CLEANING. NO DAMAGE.	Approach	4	2	6/17/1997 0:00:00	Day	OR	NA	NA	None	Overcast	EUROPEAN STARLING	NA	1
SWA	SOUTHWEST AIRLINES	B-737-500	PILOT NOTED FEATHERS IN #2 INTAKE FOLLOWING LANDING. NO DAMAGE  WAS NOTED, HOWEVER A/C TAKEN OUT OF SVC FOR INSPN BY MAINT.	Approach	4	2	1/4/1997 0:00:00	Day	TX	300	150	None	No Cloud	ROCK PIGEON	2-10	2-10
TWA	TRANS WORLD AIRLINES	DC-9	FLT 319. TIM E= 1540 LCL.	Climb	4	2	10/26/1996 0:00:00	Day	VA	200	180	None	No Cloud	GULLS	NA	1
NWA	NORTHWEST AIRLINES	DC-9	NO DAMAGE.	Take-off run	4	2	8/21/1997 0:00:00	Dusk	PA	0	NA	None	Some Cloud	CANADA GOOSE	NA	2-10
AAL	AMERICAN AIRLINES	MD-80	WE DID NOT FEEL OR SEE ANYTHING. F/O NOTICED DAMAGE ON POST FLT  WALK AROUND. DAMAGE WAS TO LE L WING.	NA	4	2	3/22/1997 0:00:00	Night	NA	NA	NA	None	No Cloud	UNKNOWN BIRD	NA	1
PVT	PRIVATELY OWNED	PA-28	NA	Climb	1	1	2/26/1998 0:00:00	Day	FL	1100	100	Precautionary Landing	Some Cloud	UNKNOWN BIRD - SMALL	NA	1
BUS	BUSINESS	C-150	STUDENT SOLO PILOT SAW A LRG DRK RAPTOR CROSS FIELD OF VISION  FROM BELOW LEFT TO UPPER RIGHT & STRUCK RT WING TIP WITH LOUD  NOISE. PILOT LANDED NORMALLY, NO INJURIES. TIME = 1145LCL. MINOR  DAMAGE RT WING LE.	Climb	1	1	2/27/1998 0:00:00	Day	WA	600	60	Precautionary Landing	Some Cloud	HAWKS, EAGLES, VULTURES	NA	1
