name	team	position	G	AB	R	H	2B	3B	HR	RBI	TB	BB	SO	SB	CS	OBP	SLG	AVG
D Hernandez	BAL	P	4	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
S Hill	STL	C	1	3	1	1	0	0	1	1	4	0	1	0	0	0.333	1.333	0.333
C Lee	SEA	P	1	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0
J Lester	BOS	P	2	3	0	0	0	0	0	1	0	1	2	0	0	0.2	0	0
M Maloney	CIN	P	7	3	0	1	0	0	0	0	1	0	1	0	0	0.333	0.333	0.333
J Martinez	PIT	P	9	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
J Mejia	NYM	P	30	3	1	1	0	0	0	0	1	0	1	0	0	0.333	0.333	0.333
B Morrow	TOR	P	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
J Peralta	WSH	P	38	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0
J Pineiro	LAA	P	2	3	3	0	0	0	0	0	0	2	2	0	0	0.4	0	0
A Sanchez	BOS	SS	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Sheets	OAK	P	2	3	0	1	0	0	0	0	1	0	2	0	0	0.333	0.333	0.333
J Smith	CIN	P	35	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
D Sutton	CIN	SS	2	3	1	2	0	0	1	4	5	0	1	0	0	0.667	1.667	0.667
C Vargas	MIL	P	16	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0
S West	FLA	P	2	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0
V Worley	PHI	P	5	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0
M Atkins	CHC	P	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
J Bonderman	DET	P	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
B Boyer	ARI	P	51	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
T Byrdak	HOU	P	59	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A Cashner	CHC	P	51	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
B Cecil	TOR	P	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
J Ceda	FLA	P	8	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M Chico	WSH	P	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T Clippard	WSH	P	74	2	0	1	0	0	0	0	1	0	1	0	0	0.5	0.5	0.5
M Dunn	ATL	P	25	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
C Durbin	PHI	P	63	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
D Fister	SEA	P	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
C Hensley	FLA	P	66	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
F Hernandez	SEA	P	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
D Herndon	PHI	P	43	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
D Huff	CLE	P	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Z Kroenke	ARI	P	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
F Liriano	MIN	P	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K Loe	MIL	P	52	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M Mateo	CHC	P	21	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
B Matusz	BAL	P	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K McClellan	STL	P	67	2	0	1	0	0	0	0	1	0	0	0	0	0.5	0.5	0.5
M McClendon	MIL	P	17	2	0	1	0	0	0	0	1	0	0	0	0	0.5	0.5	0.5
G Mock	WSH	P	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
J Motte	STL	P	55	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
F Nieve	NYM	P	39	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Oliver	DET	P	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
D Reyes	STL	P	56	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Rogers	MIL	P	4	2	1	1	0	0	0	0	1	0	1	0	0	0.5	0.5	0.5
S Romo	SF	P	67	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
L Rosales	ARI	P	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Scherzer	DET	P	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Shields	TB	P	2	2	0	1	0	0	0	0	1	0	0	0	0	0.5	0.5	0.5
K Slowey	MIN	P	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
J Sosa	FLA	P	22	2	0	1	0	0	0	0	1	0	1	0	0	0.5	0.5	0.5
D Storen	WSH	P	50	2	0	1	0	0	0	0	1	0	1	0	0	0.5	0.5	0.5
R Troncoso	LAD	P	49	2	0	0	0	0	0	1	0	1	1	0	0	0.333	0	0
E Vasquez	ARI	P	55	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
T Walker	WSH	P	22	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
J Westbrook	CLE	P	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
D Willis	DET	P	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F Abad	HOU	P	22	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
J Affeldt	SF	P	51	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
B Badenhop	FLA	P	53	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Bass	PIT	P	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Bautista	SF	P	29	1	0	1	0	0	0	1	1	0	0	0	0	1	1	1
J Beimel	COL	P	69	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
H Bell	SD	P	64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T Bell	LAA	P	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
N Blackburn	MIN	P	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Braden	OAK	P	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Buchholz	BOS	P	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1
T Buchholz	COL	P	7	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1
A Burnett	NYY	P	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
S Camp	TOR	P	4	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1
M Capps	WSH	P	45	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
D Carpenter	PHI	P	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G Chacin	HOU	P	40	1	1	1	0	0	1	1	4	0	0	0	0	1	4	1
J Chavez	ATL	P	27	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
B Chen	KC	P	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1
T Coffey	MIL	P	67	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F Cordero	CIN	P	70	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Crain	MIN	P	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K Davies	KC	P	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
W Davis	TB	P	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Delcarmen	COL	P	9	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
O Dotel	COL	P	66	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
B Duensing	MIN	P	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M Estrada	MIL	P	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T Evans	LAA	OF	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
D Eveland	PIT	P	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L French	SEA	P	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
E Frieri	SD	P	33	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
J Fulchino	HOU	P	46	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
R Harden	TEX	P	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Harrison	TEX	P	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A Heilman	ARI	P	67	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
D Herrera	CIN	P	32	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
L Hochevar	KC	P	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
T Hoffman	MIL	P	48	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
P Hughes	NYY	P	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T Hunter	TEX	P	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K Jansen	LAD	P	26	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1
C Janssen	TOR	P	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
H Kuo	LAD	P	54	1	0	0	0	0	0	0	0	1	1	0	0	0.5	0	0
A Laffey	CLE	P	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Lerew	KC	P	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
R Lewis	TOR	P	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
M Lincoln	CIN	P	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Litsch	TOR	P	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Lopez	SF	P	72	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Madson	PHI	P	55	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
J Manship	MIN	P	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
E Meek	PIT	P	66	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1
G Mota	SF	P	55	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
D Nippert	TEX	P	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S O'Sullivan	LAA	P	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Ogando	TEX	P	2	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1
C Park	PIT	P	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Parnell	NYM	P	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Porcello	DET	P	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
J Reyes	ATL	P	1	1	0	0	0	0	0	0	0	1	0	0	0	0.5	0	0
J Rincon	COL	P	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Rivera	NYY	P	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T Ross	OAK	P	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
D Runzler	SF	P	40	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
T Saito	ATL	P	54	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
B Sanches	FLA	P	57	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Saunders	LAA	P	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T Schlichting	LAD	P	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Shields	LAA	P	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A Sonnanstine	TB	P	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
H Street	COL	P	44	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
B Tallet	TOR	P	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K Texeira	KC	P	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
J Thomas	PIT	P	10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C Tillman	BAL	P	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Vazquez	NYY	P	4	1	0	0	0	0	0	0	0	2	0	0	0	0.667	0	0
J Venters	ATL	P	77	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
R Webb	SD	P	51	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
D Aardsma	SEA	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Aceves	NYY	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Acosta	NYM	P	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Adams	SD	P	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Albers	BAL	P	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H Ambriz	CLE	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Atchison	BOS	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Axford	MIL	P	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Baez	PHI	P	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Bailey	OAK	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Balester	WSH	P	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G Balfour	TB	P	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Bard	BOS	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Bastardo	PHI	P	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Belisario	LAD	P	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Benoit	TB	P	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Berg	CHC	P	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Bergmann	WSH	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Berken	BAL	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Betancourt	COL	P	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Bisenius	WSH	P	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Blevins	OAK	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E Bonine	DET	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Boscan	ATL	C	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0
C Bowers	OAK	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Z Braddock	MIL	P	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Bray	CIN	P	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Breslow	OAK	P	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Broxton	LAD	P	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Bruney	NYM	-	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Buente	FLA	P	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Bulger	LAA	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Burke	WSH	C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Burnett	WSH	P	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Burnett	MIN	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Burton	CIN	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Capps	MIN	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E Caridad	CHC	P	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Casilla	SF	P	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Cassevah	LAA	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Chamberlain	NYY	P	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Chapman	CIN	P	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Choate	TB	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Cishek	FLA	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P Coke	DET	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Contreras	PHI	P	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Cordero	SEA	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L Cormier	TB	P	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Daigle	HOU	P	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Daley	COL	P	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Deduno	COL	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E Del Rosario	HOU	P	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Delcarmen	BOS	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Demel	ARI	P	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E Dessens	NYM	P	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Donnelly	PIT	P	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Downs	TOR	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Ekstrom	TB	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Elbert	LAD	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J English	WSH	P	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E Escalona	COL	P	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Eveland	TOR	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K Farnsworth	KC	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K Farnsworth	ATL	P	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P Feliciano	NYM	P	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N Feliz	TEX	P	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Flores	MIN	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Flores	COL	P	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Ford	SF	OF	7	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0
F Francisco	TEX	P	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Frasor	TOR	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Fuentes	LAA	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Gaudin	NYY	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Gervacio	HOU	P	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E Gonzalez	DET	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Grabow	CHC	P	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Gray	CHC	P	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Green	NYM	P	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L Gregerson	SD	P	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K Gregg	TOR	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Guerrier	MIN	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Gutierrez	ARI	P	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Hampton	ARI	P	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Hanrahan	PIT	P	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L Hawkins	MIL	P	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Hellickson	TB	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Hendrickson	BAL	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F Herrmann	CLE	P	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Howry	CHC	P	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Hughes	KC	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Igarashi	NYM	P	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Jackson	PIT	P	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Jakubauskas	PIT	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Jeffress	MIL	P	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Jenks	CWS	P	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K Jepsen	LAA	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
W Joaquin	SF	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H Jones	FLA	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Kelley	SEA	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Kimbrel	ATL	P	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Kintzler	MIL	P	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B League	SEA	P	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
W Ledezma	PIT	P	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Leroux	PIT	P	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Lewis	CLE	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Lidge	PHI	P	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Lindstrom	HOU	P	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Linebrink	CWS	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Link	LAD	P	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Logan	NYY	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
W Lopez	HOU	P	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Lyon	HOU	P	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M MacDougal	STL	P	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E MacLane	STL	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Mahay	MIN	P	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Maine	CHC	P	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G Majewski	HOU	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Marinez	FLA	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Marmol	CHC	P	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V Marte	KC	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Marte	NYY	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N Masset	CIN	P	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F Mata	BAL	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Mathieson	PHI	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B Medders	SF	P	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Melancon	HOU	P	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Meredith	BAL	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Meyer	FLA	P	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Mijares	MIN	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T Miller	STL	P	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Miller	LAD	P	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Mitre	NYY	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F Morales	COL	P	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P Moylan	ATL	P	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E Mujica	SD	P	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K Mulvey	ARI	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Nelson	BOS	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F Ni	DET	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Norberto	ARI	P	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I Nova	NYY	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L Nunez	FLA	P	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D O'Day	TEX	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E O'Flaherty	ATL	P	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
W Ohman	BAL	P	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
W Ohman	FLA	P	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H Okajima	BOS	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Oliver	TEX	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G Olson	SEA	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Ortiz	LAD	P	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Papelbon	BOS	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Park	NYY	P	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Pauley	SEA	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T Pena	CWS	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H Penn	PIT	P	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L Perdomo	SD	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Perez	CLE	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Perez	CLE	P	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Perry	DET	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Pinto	FLA	P	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Proctor	ATL	P	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Purcey	TOR	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Putz	CWS	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Qualls	ARI	P	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Ramirez	BOS	P	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Ramirez	SF	P	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Ramos	SD	P	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
J Rauch	MIN	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Ray	TEX	P	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Ray	SF	P	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C Resop	PIT	P	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M Reynolds	COL	P	21	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0
A Rhodes	CIN	P	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Richardson	BOS	P	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Riske	MIL	P	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S Rivera	ARI	P	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D Robertson	NYY	P	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F Rodney	LAA	P	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F Rodriguez	NYM	P	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R Rodriguez	ARI	P	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
