name	state	pop2000	pop2010	fed_spend	poverty	homeownership	multiunit	income	med_income
Ziebach County	South Dakota	2519	2801	6.8379150303463	46	52.6	6.7	11069	27578
Anderson County	Tennessee	71330	75129	62.227714996872	16.5	71.8	15.9	24242	44650
Bedford County	Tennessee	37586	45058	6.18456211993431	21.7	68.6	8.8	18471	38550
Benton County	Tennessee	16537	16489	10.5333252471345	17.6	83.2	3.3	19114	33953
Bledsoe County	Tennessee	12367	12876	7.77392047219633	23.1	76.7	4.8	12907	29729
Blount County	Tennessee	105823	123010	6.96701894154947	11.7	76.1	10.7	24071	47322
Bradley County	Tennessee	87965	98963	6.83666622879258	16	67.7	17.2	21444	40032
Campbell County	Tennessee	39854	40716	11.6751399941055	23.2	72	11.4	16426	30686
Cannon County	Tennessee	12826	13801	8.43576552423737	13.7	76.2	4.2	18076	38733
Carroll County	Tennessee	29475	28522	11.3878409648692	19.6	77.3	7.8	19712	36160
Carter County	Tennessee	56742	57424	8.04828991362496	23.5	73.3	12.8	17601	31173
Cheatham County	Tennessee	35912	39105	4.87088607594937	9.3	80.9	5.7	24392	52585
Chester County	Tennessee	15540	17131	7.27079563364661	15.1	74.2	7.2	17343	39915
Claiborne County	Tennessee	29862	32213	10.6960233446124	19.3	77.3	7	17128	31353
Clay County	Tennessee	7976	7861	15.9098079124793	18.7	77.9	4.9	18367	32106
Cocke County	Tennessee	33565	35662	10.3708989961303	26.3	73	7.7	16957	28809
Coffee County	Tennessee	48014	52796	18.6859231759982	17.5	72.3	10.6	20737	40078
Crockett County	Tennessee	14532	14586	10.8254490607432	18.7	68.5	7.9	19742	36556
Cumberland County	Tennessee	46802	56053	7.68663586248729	15.8	79.1	9.7	20544	36813
Davidson County	Tennessee	569891	626681	13.7116411699094	17.3	57.6	37.2	27780	45668
Decatur County	Tennessee	11731	11757	12.0124181338777	20.3	78.1	5.4	19757	30445
DeKalb County	Tennessee	17423	18723	8.91475725044064	19.2	72.3	7.5	17976	34863
Dickson County	Tennessee	43156	49666	6.42185801151693	14	74.1	11	21415	44554
Dyer County	Tennessee	37279	38335	10.1992956827964	20.2	65	17	19169	36856
Fayette County	Tennessee	28806	38413	7.36125790747924	13	83.3	4.1	26898	56729
Fentress County	Tennessee	16625	17959	11.6826660727212	25	77.1	5.9	17291	29642
Franklin County	Tennessee	39270	41052	8.55247003800059	13.2	77.3	8.6	20817	40983
Gibson County	Tennessee	48152	49683	12.8557454260008	19.1	72	11.2	20065	35947
Giles County	Tennessee	29447	29485	10.1882652196032	17.1	74.7	11.5	19778	37860
Grainger County	Tennessee	20659	22657	9.07048594253432	18.7	82.5	2.6	16783	30623
Greene County	Tennessee	62909	68831	8.72529819412765	19.7	74.2	7.8	18782	36867
Grundy County	Tennessee	14332	13703	10.6772969422754	31.5	80.7	4.3	14000	26529
Hamblen County	Tennessee	58128	62544	8.42435725249424	17.7	71.3	14.7	21162	39807
Hamilton County	Tennessee	307896	336463	10.1880563390328	14.7	65.5	24.2	26588	45408
Hancock County	Tennessee	6786	6819	13.8798944126705	30.3	71.5	7.4	13717	23125
Hardeman County	Tennessee	28105	27253	14.5827248376326	20	73.2	6.3	15838	32539
Hardin County	Tennessee	25578	26026	10.6499654191962	20.7	77.2	5.9	18122	30732
Hawkins County	Tennessee	53563	56833	8.45704080375838	18.3	76.1	9.3	19600	35392
Haywood County	Tennessee	19797	18787	12.8222174908181	26.6	65.3	14.9	17047	32414
Henderson County	Tennessee	25522	27769	8.76135258741762	16.4	77.6	6.4	19988	38887
Henry County	Tennessee	31115	32330	10.3603154964429	17.2	77.3	9.2	20687	36836
Hickman County	Tennessee	22295	24690	8.44196030781693	16	78	4.2	18447	42075
Houston County	Tennessee	8088	8426	10.4584619036316	19.4	73.6	5.8	17791	33738
Humphreys County	Tennessee	17929	18538	21.5338763620671	12.9	75.6	5.9	20874	41486
Jackson County	Tennessee	10984	11638	9.0586011342155	21.7	76.3	4.9	17452	32722
Jefferson County	Tennessee	44294	51407	7.7804384616881	18.2	74.8	7.3	19680	38239
Johnson County	Tennessee	17499	18244	10.3008112256084	23.8	76.4	5.8	16638	29949
Knox County	Tennessee	382032	432226	8.96495583329092	13.7	67.2	23.2	27349	46759
Lake County	Tennessee	7954	7832	11.4744637385087	28.7	61.7	19.4	11813	24700
Lauderdale County	Tennessee	27101	27815	10.4190544670142	24.1	66.5	13.4	16006	32894
Lawrence County	Tennessee	39926	41869	9.45176622322004	17.4	77.9	7.4	18086	34985
Lewis County	Tennessee	11367	12161	8.28402269550202	18.3	78.6	5.6	17473	35000
Lincoln County	Tennessee	31340	33361	8.41011960073139	15.9	76.2	8.6	22811	42962
Loudon County	Tennessee	39086	48556	11.087877914161	13.8	77.9	7.3	27046	49343
McMinn County	Tennessee	49015	52266	8.25423793670838	17.3	75.2	11.8	19796	37146
McNairy County	Tennessee	24653	26075	13.3515627996165	21.1	76.9	4.9	18488	34777
Macon County	Tennessee	20386	22248	7.51083243437612	24.1	75.4	7.5	16518	33087
Madison County	Tennessee	91837	98294	8.60789061387267	18.6	67.1	19.6	22948	40178
Marion County	Tennessee	27776	28237	8.87080780536176	18.7	77	5.1	20811	38785
Marshall County	Tennessee	26767	30617	7.38374105888885	16.4	74.7	9	20157	40435
Maury County	Tennessee	69498	80956	6.84998023617768	13.3	72.7	12.1	23136	46278
Meigs County	Tennessee	11086	11753	8.76014634561389	25.2	75.6	3.8	18768	33506
Monroe County	Tennessee	38961	44519	8.60145106583706	18.8	74.5	7.1	18651	36209
Montgomery County	Tennessee	134768	172331	6.01638126628407	14.6	65.1	20.4	22092	48930
Moore County	Tennessee	5740	6362	4.48868280414964	14.5	80.4	3.7	26678	44433
Morgan County	Tennessee	19757	21987	7.76158639195889	19.2	81.8	3.2	17883	36772
Obion County	Tennessee	32450	31807	11.2632439400132	14.9	69.7	14	21235	39543
Overton County	Tennessee	20118	22083	9.70837295657293	19.2	80.4	3	17720	34347
Perry County	Tennessee	7631	7915	10.4634238787113	24.2	76.4	3.6	17028	31776
Pickett County	Tennessee	4945	5077	11.2885562339965	17.1	76.1	6.2	19327	30193
Polk County	Tennessee	16050	16825	12.2290044576523	18.4	80.7	4	17481	34027
Putnam County	Tennessee	62315	72321	9.30097758604002	22.5	64.1	22	19434	35185
Rhea County	Tennessee	28400	31809	8.98069728693137	19.1	74.5	8.3	17655	36761
Roane County	Tennessee	51910	54181	11.0492054410218	13.4	76.9	10.1	23196	42698
Robertson County	Tennessee	54433	66283	5.67946532293348	12	77.5	8.8	22658	50820
Rutherford County	Tennessee	182023	262604	6.40239676471036	12.7	69	18.9	24390	53770
Scott County	Tennessee	21127	22228	12.2561633975166	24.5	74	7.7	15087	28728
Sequatchie County	Tennessee	11370	14112	7.93388605442177	21.8	77.8	4.8	18094	33850
Sevier County	Tennessee	71170	89889	6.53965446272625	13.5	68.7	17.2	22047	41476
Shelby County	Tennessee	897472	927644	9.33225784891618	19.7	61.7	27.6	25002	44705
Smith County	Tennessee	17712	19166	11.588490034436	17.7	76.6	8.7	21026	43200
Stewart County	Tennessee	12370	13324	12.1521314920444	17.1	81	3.7	20670	40214
Sullivan County	Tennessee	153048	156823	9.30683636966516	15.9	75.8	12.8	23263	39957
Sumner County	Tennessee	130449	160645	5.94154190917862	10.1	74.7	15.1	26014	54916
Tipton County	Tennessee	51271	61081	6.95857959103486	16.7	74.2	6.7	21585	49378
Trousdale County	Tennessee	7259	7870	8.03862770012707	9.7	79.6	6.7	19996	44205
Unicoi County	Tennessee	17667	18313	15.1791623436903	18.8	71.8	7.7	20540	34387
Union County	Tennessee	17808	19109	7.02098487623633	21.9	80.4	5.9	16155	30143
Van Buren County	Tennessee	5508	5548	7.70620043258832	24.6	84.2	5	17160	29087
Warren County	Tennessee	38276	39839	9.45540801726951	21.1	73	11	18508	34946
Washington County	Tennessee	107198	122979	9.6087868660503	16.9	67.9	21.2	24114	41256
Wayne County	Tennessee	16842	17021	9.56818048293285	15.5	85.1	3.7	15814	34993
Weakley County	Tennessee	34895	35021	8.67008366408726	21.7	66.1	15.5	18895	32358
White County	Tennessee	23102	25841	8.51344762199605	19.1	76.6	5.7	17880	33865
Williamson County	Tennessee	126638	183182	3.57741481149895	5.2	82.9	12.1	41220	87832
Wilson County	Tennessee	88809	113993	5.3963401261481	7.6	82	9	27814	60678
Anderson County	Texas	55109	58458	7.21627493243012	16.5	73.7	8	17465	40378
Andrews County	Texas	13004	14786	5.29331800351684	17.1	79.9	9.5	29605	48699
Angelina County	Texas	80130	86771	7.36013184128338	17.8	69.2	11.2	20104	39148
Aransas County	Texas	22497	23158	7.22229898955005	17.4	74.3	12.8	25610	42179
Archer County	Texas	8854	9054	10.156394963552	10	81.1	3.4	23882	50891
Armstrong County	Texas	2148	1901	15.9552866912152	10.7	82	1	24195	60530
Atascosa County	Texas	38628	44911	6.03426777404199	18.8	75.8	5.3	18461	42927
Austin County	Texas	23590	28417	97.9055143048175	8.8	77.5	8.7	26959	53263
Bailey County	Texas	6594	7165	9.20474528960223	17.3	74.6	9.3	18275	42375
Bandera County	Texas	17645	20485	6.81864779106663	18.4	78.5	0.7	24249	44352
Bastrop County	Texas	57733	74171	5.3435035256367	14.1	79	5.3	22918	51829
Baylor County	Texas	4093	3726	16.068706387547	17.3	71.5	5.8	22894	33459
Bee County	Texas	32359	31861	7.29452936191582	19	67	11.5	14188	40278
Bell County	Texas	237974	310235	28.0076393701549	14.1	58.2	27.6	22722	48618
Bexar County	Texas	1392931	1714773	11.3393603701481	16.9	62.5	26.6	23225	47048
Blanco County	Texas	8418	10497	8.49156901971992	11.7	82.6	4.7	27010	46128
Borden County	Texas	729	641	9.17472698907956	4.3	62.7	0	40916	58409
Bosque County	Texas	17204	18212	8.87068965517241	16.2	75.4	4.1	21269	45288
Bowie County	Texas	89306	92565	13.0111489223789	16.8	66.6	14.4	22293	42550
Brazoria County	Texas	241767	313166	4.16783111832063	10.6	75.8	14.5	27529	65607
Brazos County	Texas	152415	194851	6.26569019404571	29.7	47.1	38.4	21018	37898
Brewster County	Texas	8866	9232	9.92287694974003	16.5	60.6	11.7	23577	35799
Briscoe County	Texas	1790	1637	15.6927306047648	19.9	80.9	2.7	17652	34196
Brooks County	Texas	7976	7223	25.4439983386405	34	67.1	12.7	14728	19959
Brown County	Texas	37674	38106	8.38406025297853	16.2	72.5	10.2	20586	38832
Burleson County	Texas	16470	17187	8.28416826671321	13.5	80.2	4.3	21379	43185
Burnet County	Texas	34147	42750	6.97628070175439	13.7	75	6.9	25245	48187
Caldwell County	Texas	32194	38066	6.21294593600588	19.6	69.2	11	18106	41594
Calhoun County	Texas	20647	21381	7.03797764370235	16.3	69.6	10.1	22835	43258
Callahan County	Texas	12905	13544	7.70259893679858	13.9	82.8	2.3	22300	44596
Cameron County	Texas	335227	406220	6.33337846487125	34.7	69.2	20.9	13695	31264
Camp County	Texas	11549	12401	9.14361745020563	20.4	66.8	6.8	18710	36029
Carson County	Texas	6516	6182	8.84875444839858	5.7	85.3	1.3	24977	56106
Cass County	Texas	30438	30464	9.86433167016807	19.3	72.1	7.9	20137	36360
Castro County	Texas	8285	8062	9.48809228479286	23.3	77	5.5	16073	35087
Chambers County	Texas	26031	35096	6.35303168452245	10.5	86.2	4.5	26453	66764
Cherokee County	Texas	46659	50845	6.45107680204543	22.4	74.1	7.4	17230	36966
Childress County	Texas	7688	7041	9.0044027836955	16.2	73.1	14.3	16338	42004
Clay County	Texas	11006	10752	6.90597098214286	11.7	86	1.8	24565	50881
Cochran County	Texas	3730	3127	13.3920690757915	24.9	77.3	4.1	16018	37446
Coke County	Texas	3864	3320	8.20542168674699	15.1	73.7	4.5	18384	38702
Coleman County	Texas	9235	8895	12.9258010118044	29.4	71	7.6	16494	26951
Collin County	Texas	491675	782341	4.30979329985262	6.9	70.8	24.4	37362	80504
Collingsworth County	Texas	3206	3057	16.9947661105659	20.8	75.4	6.5	21726	39712
Colorado County	Texas	20390	20874	8.19478777426464	15.2	77.1	8.1	22676	41145
Comal County	Texas	78021	108472	6.85590751530349	10	75.9	12.2	31862	64752
Comanche County	Texas	14026	13974	9.51846285959639	22.1	78.4	4.5	18086	35218
Concho County	Texas	3966	4087	9.62490824565696	20	78.4	1.8	17731	49063
Cooke County	Texas	36363	38437	6.08827431901553	13.6	70.3	7.8	23598	48899
Coryell County	Texas	74978	75388	6.75957712102722	13.2	59.5	22.2	18936	47374
Cottle County	Texas	1904	1505	16.1023255813953	10.9	79.9	8.2	17385	33859
Crane County	Texas	3996	4375	4.71634285714286	17	75.8	0	20185	50425
Crockett County	Texas	4099	3719	6.53428340951869	15.9	61.2	13.7	24194	50653
Crosby County	Texas	7072	6059	12.1447433569896	23.9	71.9	6.2	17940	36301
Culberson County	Texas	2975	2398	12.1663886572143	28.8	76.4	8.4	16060	35500
Dallam County	Texas	6222	6703	9.85439355512457	12.5	66.2	5.5	18940	47073
Dallas County	Texas	2218899	2368139	7.44125914906177	17.6	54.7	38.9	26185	47974
Dawson County	Texas	14985	13833	10.39492517892	19.1	75.7	6.6	15288	33623
Deaf Smith County	Texas	18561	19372	7.65419161676647	17.5	65	12.3	16687	41127
Delta County	Texas	5327	5231	10.7436436627796	14.5	80.4	3.8	20837	37908
Denton County	Texas	432976	662614	2.88968388835732	8	66.2	27	32538	70622
DeWitt County	Texas	20013	20097	8.66641787331442	16.4	76.5	7.6	20020	40668
Dickens County	Texas	2762	2444	15.2205400981997	24.6	80.4	3.5	18642	33813
Dimmit County	Texas	10248	9996	11.9476790716287	36.4	69.5	10.6	14045	25882
Donley County	Texas	3828	3677	9.6415556159913	10.5	73.3	6.3	20137	46130
Duval County	Texas	13120	11782	14.2841622814463	22.9	73.3	4.3	15134	30493
Eastland County	Texas	18297	18583	9.76274013883657	21	75.4	7.1	17973	32452
Ector County	Texas	121123	137130	5.19896448625392	16.7	67.5	19.9	22859	45815
Edwards County	Texas	2162	2002	14.0444555444555	24.7	81.2	0.8	31109	40163
Ellis County	Texas	111360	149610	4.78804224316556	11.3	76.3	10.5	25346	60877
El Paso County	Texas	679622	800647	10.8062516939425	25.6	63.9	23.5	16768	36333
Erath County	Texas	33001	37890	5.80738981261547	19.7	62	13.5	20903	39200
Falls County	Texas	18576	17866	10.5797604388223	23.4	72.9	8.7	14979	31083
Fannin County	Texas	31242	33915	16.1422379478107	14.7	74.7	8.9	20221	44551
Fayette County	Texas	21804	24554	8.75596644131302	11	74.1	7.1	26898	45450
Fisher County	Texas	4344	3974	12.7375440362355	13.9	74	4.8	20516	41458
Floyd County	Texas	7771	6446	13.0724480297859	23.8	71.7	4.3	18093	35240
Foard County	Texas	1622	1336	22.3974550898204	23.4	61.5	7.4	18368	30417
Fort Bend County	Texas	354452	585375	2.46527268844758	8	80.8	10.2	32016	79845
Franklin County	Texas	9458	10605	6.2000942951438	14.8	80.8	3.9	23821	45625
Freestone County	Texas	17867	19816	6.59017965280581	16	78.8	3.8	23235	44560
Frio County	Texas	16252	17217	10.1159319277458	21.8	66.5	10.7	15036	35940
Gaines County	Texas	14467	17526	6.67767887709688	18	73	6.3	22785	46393
Galveston County	Texas	250158	291309	14.1842716840194	12.8	69.5	21.2	28959	58317
Garza County	Texas	4872	6461	6.57142857142857	21.7	72.7	8.8	16185	35750
Gillespie County	Texas	20814	24837	7.34017796030116	8	75.5	7	28072	52682
Glasscock County	Texas	1406	1226	11.0676998368679	11.2	73.5	0.6	26104	61184
Goliad County	Texas	6928	7210	9.17683772538141	11.8	82.8	3.7	28120	51786
Gonzales County	Texas	18628	19807	13.5106780431161	20.3	68.4	9.2	18716	37094
Gray County	Texas	22744	22535	7.8725094297759	15	76.9	7.9	20567	40442
Grayson County	Texas	110595	120877	6.93712616957734	13.5	70.4	14.6	23242	46875
Gregg County	Texas	111379	121730	7.55248500780416	16.5	63.1	20.6	23024	43367
Grimes County	Texas	23552	26604	6.632949932341	15.9	74.9	4.9	17365	39429
Guadalupe County	Texas	89023	131533	5.64319220271719	9.7	78.6	7	25218	61274
Hale County	Texas	36602	36273	7.91285529181485	19	65.3	12.1	16322	36509
Hall County	Texas	3782	3353	16.4888159856845	27.7	67	8.8	20126	29219
Hamilton County	Texas	8229	8517	8.64177527298344	11.4	80.9	4.1	22429	40808
Hansford County	Texas	5369	5613	8.07197577053269	13.5	75.8	5.2	21095	52239
Hardeman County	Texas	4724	4139	12.3165015704276	19.2	78.8	9.3	17401	36295
Hardin County	Texas	48073	54635	5.82890088770934	12	78.2	6.2	23965	52755
Harris County	Texas	3400578	4092459	7.31593767952226	16.8	57.8	36	26788	51444
Harrison County	Texas	62110	65631	7.25652511770352	15.2	74.7	7.6	22019	44425
Hartley County	Texas	5537	6062	4.03431210821511	9.3	73.3	3	24616	66583
Haskell County	Texas	6093	5899	13.1585014409222	18.8	76	5	22734	35295
Hays County	Texas	97589	157107	4.19311679301368	16.4	67.8	21.7	25998	56353
Hemphill County	Texas	3351	3807	7.1959548200683	16.8	77.3	4.2	29343	62159
Henderson County	Texas	73277	78532	6.06300616309275	16.8	77.5	6	21580	39779
Hidalgo County	Texas	569463	774769	4.93590218503838	34.4	70.8	15.2	13480	31879
Hill County	Texas	32321	35089	9.77052637578728	15	76.5	5.5	20554	39293
Hockley County	Texas	22716	22935	8.47852626989318	17	74.4	7.9	20255	46430
Hood County	Texas	41100	51182	6.31102731429018	10.9	78.5	6.8	30687	54882
Hopkins County	Texas	31960	35161	6.8066892295441	15.8	71.1	11.3	21163	41642
Houston County	Texas	23185	23732	9.77368110568009	23.7	74.3	6.7	18813	31929
Howard County	Texas	33627	35012	14.3621615446133	17.7	68.9	11.6	17832	39574
Hudspeth County	Texas	3344	3476	11.7097238204833	46	79.4	4.9	11485	22647
Hunt County	Texas	76596	86129	23.655098747228	19.2	70.5	14.7	21646	43101
Hutchinson County	Texas	23857	22150	6.69841986455982	15.2	80.6	8.4	21075	42213
Irion County	Texas	1771	1599	8.89806128830519	1.5	83.2	0	31857	48833
Jack County	Texas	8763	9044	5.31899601946042	17.8	77.6	3.3	21349	46801
Jackson County	Texas	14391	14075	8.60085257548845	11.7	74.1	8.2	24337	47483
Jasper County	Texas	35604	35710	8.67317278073369	18.6	79.3	6.2	19182	38062
Jeff Davis County	Texas	2207	2342	7.13492741246798	14.7	78.8	1.1	22007	43750
Jefferson County	Texas	252051	252273	8.88152120916626	18.8	65.2	19.9	22095	42293
Jim Hogg County	Texas	5281	5300	14.4362264150943	12	72	8.7	17163	40000
Jim Wells County	Texas	39326	40838	9.95822518242813	21.9	73.3	9.1	16976	37020
Johnson County	Texas	126811	150934	5.00948096519008	10.5	76.6	8.8	23669	54954
Jones County	Texas	20785	20202	8.01915651915652	12.3	78.8	4.6	15880	39568
Karnes County	Texas	15446	14824	9.93018078791149	19	68.8	10.3	15949	39611
Kaufman County	Texas	71313	103350	5.96334784712143	11.4	77.6	8.3	23909	58555
Kendall County	Texas	23743	33410	7.75725830589644	7.1	75.4	12.3	36418	66655
Kenedy County	Texas	414	416	9.64423076923077	14.9	38	18.4	16655	48333
Kent County	Texas	859	808	12.1175742574257	5.4	80.8	0	27021	47750
Kerr County	Texas	43653	49625	8.82859445843829	14.1	73.6	11	25454	43072
Kimble County	Texas	4468	4607	7.33470805296288	14.6	71.7	6.8	27118	43429
King County	Texas	356	286	23.5034965034965	0	38.9	5.7	39511	61563
Kinney County	Texas	3379	3598	11.8807670928294	32.2	79.7	7	14207	24388
Kleberg County	Texas	31549	32061	11.855151118181	24.8	59.7	22.9	18580	36571
Knox County	Texas	4253	3719	16.2030115622479	16	67.8	11.9	20375	32055
Lamar County	Texas	48499	49793	8.92316189022553	16.7	68.8	12.7	20588	38015
Lamb County	Texas	14709	13977	9.86470630321242	17.9	75.1	6.1	17553	35458
Lampasas County	Texas	17762	19677	8.42918127763379	14.6	76.2	5.6	22943	46378
La Salle County	Texas	5866	6886	10.6694742956724	21.8	61.2	13.3	13542	30144
Lavaca County	Texas	19210	19263	10.4341483673363	10.5	78.3	5.2	23168	41429
Lee County	Texas	15657	16612	5.69004334216229	10.8	76.8	9.1	23074	46986
Leon County	Texas	15335	16801	10.7841795131242	16.7	83.7	4.2	22484	40355
Liberty County	Texas	70154	75643	6.47631638089447	15.4	78.9	5.9	18807	45929
Limestone County	Texas	22051	23384	8.96660109476565	18.9	78.8	4.5	18420	42140
Lipscomb County	Texas	3057	3302	6.34130829800121	14.2	77.6	7.9	24839	52566
Live Oak County	Texas	12309	11531	10.2001561009453	13.3	80.4	3.8	21540	43719
Llano County	Texas	17044	19301	7.62100409305217	12.6	77.9	14.6	29027	41969
Loving County	Texas	67	82	10.6219512195122	0	45.5	6.3	42220	83889
Lubbock County	Texas	242628	278831	6.31377787979098	18.8	59.7	24.5	22831	42562
Lynn County	Texas	6550	5915	14.3942519019442	16.9	73.9	4.8	19752	43672
McCulloch County	Texas	8205	8283	10.1943740190752	22.9	71.6	8.3	20116	34459
McLennan County	Texas	213517	234906	7.96863426221552	20.5	60.1	24.3	20652	40672
McMullen County	Texas	851	707	10.1852899575672	9.1	83.1	2.6	21358	41453
Madison County	Texas	12940	13664	5.45557669789227	20.4	79.4	3.6	14245	37207
Marion County	Texas	10941	10546	10.0098615588849	23.2	79.8	3.8	20125	29943
Martin County	Texas	4746	4799	11.4773911231507	7.2	75.4	8.2	19695	38111
Mason County	Texas	3738	4012	8.44092721834497	16.3	79.8	3.3	23555	38702
Matagorda County	Texas	37957	36702	22.242439104136	21.6	71.6	15.1	22623	43205
Maverick County	Texas	47297	54258	7.29577205204762	33.6	69.7	15.7	12444	28813
Medina County	Texas	39304	46006	6.51025953136547	15.9	76.8	6.4	20604	49138
Menard County	Texas	2360	2242	10.764495985727	18.6	74.9	1.4	23362	40996
Midland County	Texas	116009	136872	4.54141095329943	12.5	69.7	21.3	30956	54945
Milam County	Texas	24238	24757	8.39657470614372	17.6	73	5.4	21509	39035
Mills County	Texas	5151	4936	9.99777147487844	15.7	78.5	3	20438	31895
Mitchell County	Texas	9698	9403	7.27161544188025	15.3	77.8	4.8	13358	37260
Montague County	Texas	19117	19719	8.32739996957249	13.2	78.1	5	22328	42482
Montgomery County	Texas	293768	455746	4.42208379228781	10.9	75.6	13.5	31959	65620
Moore County	Texas	20121	21904	3.97169466764061	13.4	66.7	15.5	18239	44216
Morris County	Texas	13048	12934	10.0528065563631	16.7	78.9	8.4	20292	38843
Motley County	Texas	1426	1210	16.7553719008264	22.1	74.9	2.6	19754	34081
Nacogdoches County	Texas	59203	64524	7.27625379703676	24.6	59.9	21.5	18180	33189
Navarro County	Texas	45124	47735	8.52586152718131	19.8	71.5	10.3	20539	41654
Newton County	Texas	15072	14445	7.49920387677397	16.2	83.2	1.9	17721	37452
Nolan County	Texas	15802	15216	8.63847266035752	19.4	68.1	12.2	19973	37102
Nueces County	Texas	313645	340223	9.60419195645209	19.1	61.6	26.5	22558	43280
Ochiltree County	Texas	9006	10223	4.93553751345006	17.7	69.5	8.3	21143	49309
Oldham County	Texas	2185	2052	9.92007797270955	13.4	71	9.6	22504	51111
Orange County	Texas	84966	81837	11.7674157166074	13.9	77.1	8.9	23155	47914
Palo Pinto County	Texas	27026	28111	6.8222759773754	13.8	68.3	8.1	21551	41095
Panola County	Texas	22756	23796	7.43843503109766	12.5	81	3.9	22846	45622
Parker County	Texas	88495	116927	4.47383410161896	10.5	80.3	7.1	28539	61340
Parmer County	Texas	10016	10269	7.86201188041679	18.6	72.7	6.3	16926	39753
Pecos County	Texas	16809	15507	5.39943251434836	19.9	70	11.1	16717	38125
Polk County	Texas	41133	45413	10.9207715852289	21.8	78.9	4.5	16961	33325
Potter County	Texas	113546	121073	33.444872101955	22.7	59.4	21.1	18725	36766
Presidio County	Texas	7304	7818	11.1921207469941	24.1	67.5	11.6	15635	29513
Rains County	Texas	9139	10914	6.24931280923584	11.5	83.3	3.9	20855	42491
Randall County	Texas	104312	120725	2.22560364464692	9.4	70.1	18.2	28668	56041
Reagan County	Texas	3326	3367	5.5040095040095	10.5	70.9	4.4	23028	54224
Real County	Texas	3047	3309	10.3967966152916	26.8	75.5	0	15074	29186
Red River County	Texas	14314	12860	13.2191290824261	17.5	71.2	6.9	18105	37047
Reeves County	Texas	13137	13783	7.01429296960023	28.7	74.3	8.2	13112	32593
Refugio County	Texas	7828	7383	10.542462413653	16	77.9	4.9	18638	42949
Roberts County	Texas	887	929	6.73627556512379	14.6	75.9	0	29291	52500
Robertson County	Texas	16000	16622	9.75207556250752	21.2	66.9	10.6	21113	38393
Rockwall County	Texas	43080	78337	6.99685972145985	5.6	84.3	6.8	33274	78032
Runnels County	Texas	11495	10501	11.4031044662413	21.6	72	4.6	20056	37823
Rusk County	Texas	47372	53330	5.7165572848303	12.4	78.6	6.1	22392	46574
Sabine County	Texas	10469	10834	12.7850286136238	18	83	3.3	18155	33589
San Augustine County	Texas	8946	8865	11.6708403835307	27.1	79.1	5.6	17184	25974
San Jacinto County	Texas	22246	26384	5.29764251061249	17.8	82.5	1.9	21453	46285
San Patricio County	Texas	67138	64804	9.00808592062218	16.6	66.2	15.8	20766	45189
San Saba County	Texas	6186	6131	12.0473006034905	23.4	77.7	3.4	19721	36308
Schleicher County	Texas	2935	3461	6.19329673504767	12.4	80.7	3.4	21299	55186
Scurry County	Texas	16361	16921	7.39914898646652	17.7	71	10.9	22424	42401
Shackelford County	Texas	3302	3378	7.7841918294849	13.2	77.8	8.2	22346	46629
Shelby County	Texas	25224	25448	10.2953080792204	25.4	76.2	5	20103	32425
Sherman County	Texas	3186	3034	12.8628872775214	12.9	78.7	4	21587	50069
Smith County	Texas	174706	209714	7.74019378772996	15.4	69.4	16.5	25374	46139
Somervell County	Texas	6809	8490	4.88480565371025	10.8	77	6.1	26314	52135
Starr County	Texas	53597	60968	6.75295236845558	38	79.4	5.8	11659	24441
Stephens County	Texas	9674	9630	7.41069574247144	19.9	74.2	9.4	19573	35691
Sterling County	Texas	1393	1143	7.32108486439195	21	78	1.8	20640	41548
Stonewall County	Texas	1693	1490	13.741610738255	11.9	80.6	3.5	25177	52222
Sutton County	Texas	4077	4128	5.14268410852713	11.7	71.4	5	23325	56146
Swisher County	Texas	8378	7854	12.0739750445633	15.4	69.3	8.4	16513	37907
Tarrant County	Texas	1446219	1809034	4.53012602305982	13.4	63.4	27.7	27333	55306
Taylor County	Texas	126555	131506	9.43858074916734	16.5	61.9	18.4	22606	42403
Terrell County	Texas	1081	984	16.640243902439	16.5	69.9	0.9	18871	35403
Terry County	Texas	12761	12651	10.2240929570785	16.6	72.6	5.7	22306	39498
Throckmorton County	Texas	1850	1641	17.6148689823278	13.2	81	4.6	20677	36339
Titus County	Texas	28118	32334	6.16153275190202	17.9	70.2	10	17520	39423
Tom Green County	Texas	104010	110224	8.54429162432864	16.8	67.9	19.4	22292	41398
Travis County	Texas	812280	1024266	16.5476526605394	16.2	52.6	40.3	31785	54074
Trinity County	Texas	13779	14585	9.80322248885842	16.6	81.1	2.6	19828	36814
Tyler County	Texas	20871	21766	7.68767802995498	18.3	81.7	3.1	19450	35346
Upshur County	Texas	35291	39309	6.62123177898191	13.1	77.8	6.1	21946	44403
Upton County	Texas	3404	3355	7.30849478390462	13.9	78.8	1.7	23112	49234
Uvalde County	Texas	25926	26405	7.89555008521113	26.7	73.5	7.8	17842	35087
Val Verde County	Texas	44856	48879	11.1958100615806	24	65.7	14.7	16615	36993
Van Zandt County	Texas	48140	52579	6.41788546758211	14.5	78.1	4.3	20989	43074
Victoria County	Texas	84088	86793	6.4823200027652	16.4	66.2	19.4	24146	48767
Walker County	Texas	61758	67861	5.0002210400672	23.8	58	26.3	13920	34259
Waller County	Texas	32663	43205	5.07642633954403	21.1	68.6	11.7	21621	47324
